Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
SAI,36.0,0 days 00:01:21.478000,18.0,0 days 01:49:30.146000,0 days 00:00:24.040000,0 days 00:00:32.849000,0 days 00:00:24.589000
SAI,37.0,0 days 00:01:20.724000,17.0,0 days 01:50:50.870000,0 days 00:00:23.896000,0 days 00:00:32.559000,0 days 00:00:24.269000
SAI,38.0,0 days 00:01:20.961000,17.0,0 days 01:52:11.831000,0 days 00:00:23.953000,0 days 00:00:32.728000,0 days 00:00:24.280000
SAI,39.0,0 days 00:01:21.112000,17.0,0 days 01:53:32.943000,0 days 00:00:23.974000,0 days 00:00:32.894000,0 days 00:00:24.244000
SAI,40.0,0 days 00:01:20.557000,17.0,0 days 01:54:53.500000,0 days 00:00:23.948000,0 days 00:00:32.578000,0 days 00:00:24.031000
SAI,41.0,0 days 00:01:20.485000,17.0,0 days 01:56:13.985000,0 days 00:00:23.770000,0 days 00:00:32.579000,0 days 00:00:24.136000
SAI,42.0,0 days 00:01:20.583000,17.0,0 days 01:57:34.568000,0 days 00:00:23.904000,0 days 00:00:32.641000,0 days 00:00:24.038000
SAI,43.0,0 days 00:01:21.481000,17.0,0 days 01:58:56.049000,0 days 00:00:23.847000,0 days 00:00:33.267000,0 days 00:00:24.367000
SAI,44.0,0 days 00:01:20.821000,16.0,0 days 02:00:16.870000,0 days 00:00:23.859000,0 days 00:00:32.801000,0 days 00:00:24.161000
SAI,45.0,0 days 00:01:20.673000,15.0,0 days 02:01:37.543000,0 days 00:00:23.837000,0 days 00:00:32.629000,0 days 00:00:24.207000
SAI,46.0,0 days 00:01:20.588000,15.0,0 days 02:02:58.131000,0 days 00:00:23.963000,0 days 00:00:32.547000,0 days 00:00:24.078000
SAI,47.0,0 days 00:01:20.378000,15.0,0 days 02:04:18.509000,0 days 00:00:23.754000,0 days 00:00:32.606000,0 days 00:00:24.018000
SAI,48.0,0 days 00:01:20.500000,15.0,0 days 02:05:39.009000,0 days 00:00:23.854000,0 days 00:00:32.483000,0 days 00:00:24.163000
SAI,49.0,0 days 00:01:21.614000,15.0,0 days 02:07:00.623000,0 days 00:00:24.923000,0 days 00:00:32.619000,0 days 00:00:24.072000
SAI,50.0,0 days 00:01:20.402000,14.0,0 days 02:08:21.025000,0 days 00:00:23.775000,0 days 00:00:32.527000,0 days 00:00:24.100000
SAI,51.0,0 days 00:01:20.494000,14.0,0 days 02:09:41.519000,0 days 00:00:23.697000,0 days 00:00:32.582000,0 days 00:00:24.215000
SAI,52.0,0 days 00:01:20.603000,14.0,0 days 02:11:02.122000,0 days 00:00:23.869000,0 days 00:00:32.627000,0 days 00:00:24.107000
SAI,53.0,0 days 00:01:20.417000,14.0,0 days 02:12:22.539000,0 days 00:00:23.831000,0 days 00:00:32.573000,0 days 00:00:24.013000
SAI,54.0,0 days 00:01:37.296000,13.0,0 days 02:13:59.835000,0 days 00:00:24,0 days 00:00:42.042000,0 days 00:00:31.254000
SAI,55.0,0 days 00:02:09.946000,11.0,0 days 02:16:09.781000,0 days 00:00:33.755000,0 days 00:00:57.059000,0 days 00:00:39.132000
SAI,56.0,0 days 00:02:17.714000,16.0,0 days 02:18:27.495000,0 days 00:00:47.822000,0 days 00:00:49.183000,0 days 00:00:40.709000
SAI,57.0,0 days 00:01:54.399000,16.0,0 days 02:20:21.894000,0 days 00:00:36.174000,0 days 00:00:48.193000,0 days 00:00:30.032000
SAI,58.0,0 days 00:01:22.843000,16.0,0 days 02:21:44.737000,0 days 00:00:24.942000,0 days 00:00:32.753000,0 days 00:00:25.148000
SAI,59.0,0 days 00:01:22.150000,16.0,0 days 02:23:06.887000,0 days 00:00:24.950000,0 days 00:00:32.370000,0 days 00:00:24.830000
SAI,60.0,0 days 00:01:31.203000,16.0,0 days 02:24:38.090000,0 days 00:00:25.718000,0 days 00:00:33.685000,0 days 00:00:31.800000
SAI,61.0,0 days 00:01:21.632000,16.0,0 days 02:25:59.722000,0 days 00:00:23.910000,0 days 00:00:33.532000,0 days 00:00:24.190000
SAI,62.0,0 days 00:01:20.530000,16.0,0 days 02:27:20.252000,0 days 00:00:23.732000,0 days 00:00:32.575000,0 days 00:00:24.223000
SAI,63.0,0 days 00:01:20.214000,16.0,0 days 02:28:40.466000,0 days 00:00:23.154000,0 days 00:00:33.089000,0 days 00:00:23.971000
SAI,64.0,0 days 00:01:20.650000,16.0,0 days 02:30:01.116000,0 days 00:00:23.542000,0 days 00:00:33.011000,0 days 00:00:24.097000
SAI,65.0,0 days 00:01:19.317000,15.0,0 days 02:31:20.433000,0 days 00:00:23.259000,0 days 00:00:32.405000,0 days 00:00:23.653000
SAI,66.0,0 days 00:01:19.899000,15.0,0 days 02:32:40.332000,0 days 00:00:23.117000,0 days 00:00:32.742000,0 days 00:00:24.040000
HAD,1.0,0 days 00:01:28.411000,9.0,0 days 01:00:42.059000,,0 days 00:00:34.329000,0 days 00:00:24.794000
HAD,2.0,0 days 00:01:22.858000,9.0,0 days 01:02:04.917000,0 days 00:00:24.689000,0 days 00:00:33.432000,0 days 00:00:24.737000
HAD,3.0,0 days 00:01:21.972000,9.0,0 days 01:03:26.889000,0 days 00:00:24.087000,0 days 00:00:33.332000,0 days 00:00:24.553000
HAD,4.0,0 days 00:01:21.781000,9.0,0 days 01:04:48.670000,0 days 00:00:23.960000,0 days 00:00:33.186000,0 days 00:00:24.635000
HAD,5.0,0 days 00:01:21.647000,9.0,0 days 01:06:10.317000,0 days 00:00:23.976000,0 days 00:00:32.936000,0 days 00:00:24.735000
HAD,6.0,0 days 00:01:21.820000,9.0,0 days 01:07:32.137000,0 days 00:00:24.103000,0 days 00:00:32.949000,0 days 00:00:24.768000
HAD,7.0,0 days 00:01:22.164000,9.0,0 days 01:08:54.301000,0 days 00:00:23.933000,0 days 00:00:33.425000,0 days 00:00:24.806000
HAD,8.0,0 days 00:01:22.317000,9.0,0 days 01:10:16.618000,0 days 00:00:24.239000,0 days 00:00:33.231000,0 days 00:00:24.847000
HAD,9.0,0 days 00:01:22.106000,9.0,0 days 01:11:38.724000,0 days 00:00:24.035000,0 days 00:00:33.287000,0 days 00:00:24.784000
HAD,10.0,0 days 00:01:22.171000,8.0,0 days 01:13:00.895000,0 days 00:00:24.285000,0 days 00:00:33.118000,0 days 00:00:24.768000
HAD,11.0,0 days 00:01:21.893000,8.0,0 days 01:14:22.788000,0 days 00:00:24.085000,0 days 00:00:32.979000,0 days 00:00:24.829000
HAD,12.0,0 days 00:01:21.966000,8.0,0 days 01:15:44.754000,0 days 00:00:24.170000,0 days 00:00:33.054000,0 days 00:00:24.742000
HAD,13.0,0 days 00:01:22.176000,8.0,0 days 01:17:06.930000,0 days 00:00:24.206000,0 days 00:00:33.155000,0 days 00:00:24.815000
HAD,14.0,0 days 00:01:22.235000,7.0,0 days 01:18:29.165000,0 days 00:00:24.252000,0 days 00:00:33.119000,0 days 00:00:24.864000
HAD,15.0,0 days 00:01:22.539000,8.0,0 days 01:19:51.704000,0 days 00:00:24.209000,0 days 00:00:33.144000,0 days 00:00:25.186000
HAD,16.0,0 days 00:01:22.316000,8.0,0 days 01:21:14.020000,0 days 00:00:24.222000,0 days 00:00:33.126000,0 days 00:00:24.968000
HAD,17.0,0 days 00:01:22.553000,7.0,0 days 01:22:36.573000,0 days 00:00:24.239000,0 days 00:00:33.238000,0 days 00:00:25.076000
HAD,18.0,0 days 00:01:22.581000,6.0,0 days 01:23:59.154000,0 days 00:00:24.284000,0 days 00:00:33.313000,0 days 00:00:24.984000
HAD,19.0,0 days 00:01:26.307000,7.0,0 days 01:25:25.461000,0 days 00:00:24.281000,0 days 00:00:33.307000,0 days 00:00:28.719000
HAD,20.0,0 days 00:01:39.160000,10.0,0 days 01:27:04.621000,0 days 00:00:42.490000,0 days 00:00:32.425000,0 days 00:00:24.245000
HAD,21.0,0 days 00:01:20.720000,10.0,0 days 01:28:25.341000,0 days 00:00:23.674000,0 days 00:00:32.487000,0 days 00:00:24.559000
HAD,22.0,0 days 00:01:21.418000,10.0,0 days 01:29:46.759000,0 days 00:00:24.145000,0 days 00:00:32.879000,0 days 00:00:24.394000
HAD,23.0,0 days 00:01:21.467000,10.0,0 days 01:31:08.226000,0 days 00:00:23.853000,0 days 00:00:33.090000,0 days 00:00:24.524000
HAD,24.0,0 days 00:01:21.367000,9.0,0 days 01:32:29.593000,0 days 00:00:23.932000,0 days 00:00:33.068000,0 days 00:00:24.367000
HAD,25.0,0 days 00:01:21.183000,8.0,0 days 01:33:50.776000,0 days 00:00:23.692000,0 days 00:00:32.858000,0 days 00:00:24.633000
HAD,26.0,0 days 00:01:21.315000,8.0,0 days 01:35:12.091000,0 days 00:00:24.110000,0 days 00:00:32.741000,0 days 00:00:24.464000
HAD,27.0,0 days 00:01:20.979000,8.0,0 days 01:36:33.070000,0 days 00:00:23.998000,0 days 00:00:32.505000,0 days 00:00:24.476000
HAD,28.0,0 days 00:01:21.005000,8.0,0 days 01:37:54.075000,0 days 00:00:24.022000,0 days 00:00:32.490000,0 days 00:00:24.493000
HAD,29.0,0 days 00:01:20.651000,8.0,0 days 01:39:14.726000,0 days 00:00:23.947000,0 days 00:00:32.354000,0 days 00:00:24.350000
HAD,30.0,0 days 00:01:20.858000,8.0,0 days 01:40:35.584000,0 days 00:00:24.040000,0 days 00:00:32.449000,0 days 00:00:24.369000
HAD,31.0,0 days 00:01:20.909000,8.0,0 days 01:41:56.493000,0 days 00:00:23.945000,0 days 00:00:32.533000,0 days 00:00:24.431000
HAD,32.0,0 days 00:01:20.781000,8.0,0 days 01:43:17.274000,0 days 00:00:23.973000,0 days 00:00:32.379000,0 days 00:00:24.429000
HAD,33.0,0 days 00:01:20.907000,8.0,0 days 01:44:38.181000,0 days 00:00:23.933000,0 days 00:00:32.434000,0 days 00:00:24.540000
HAD,34.0,0 days 00:01:20.954000,8.0,0 days 01:45:59.135000,0 days 00:00:24.029000,0 days 00:00:32.596000,0 days 00:00:24.329000
HAD,35.0,0 days 00:01:21.023000,8.0,0 days 01:47:20.158000,0 days 00:00:24.015000,0 days 00:00:32.572000,0 days 00:00:24.436000
HAD,36.0,0 days 00:01:21.135000,8.0,0 days 01:48:41.293000,0 days 00:00:23.896000,0 days 00:00:32.759000,0 days 00:00:24.480000
HAD,37.0,0 days 00:01:21.070000,8.0,0 days 01:50:02.363000,0 days 00:00:23.956000,0 days 00:00:32.629000,0 days 00:00:24.485000
HAD,38.0,0 days 00:01:20.912000,8.0,0 days 01:51:23.275000,0 days 00:00:23.983000,0 days 00:00:32.448000,0 days 00:00:24.481000
HAD,39.0,0 days 00:01:20.738000,8.0,0 days 01:52:44.013000,0 days 00:00:23.935000,0 days 00:00:32.404000,0 days 00:00:24.399000
HAD,40.0,0 days 00:01:20.977000,8.0,0 days 01:54:04.990000,0 days 00:00:23.895000,0 days 00:00:32.432000,0 days 00:00:24.650000
HAD,41.0,0 days 00:01:20.989000,8.0,0 days 01:55:25.979000,0 days 00:00:23.976000,0 days 00:00:32.526000,0 days 00:00:24.487000
HAD,42.0,0 days 00:01:21.110000,8.0,0 days 01:56:47.089000,0 days 00:00:23.989000,0 days 00:00:32.759000,0 days 00:00:24.362000
HAD,43.0,0 days 00:01:21.033000,8.0,0 days 01:58:08.122000,0 days 00:00:23.982000,0 days 00:00:32.524000,0 days 00:00:24.527000
HAD,44.0,0 days 00:01:20.842000,8.0,0 days 01:59:28.964000,0 days 00:00:24.014000,0 days 00:00:32.403000,0 days 00:00:24.425000
HAD,45.0,0 days 00:01:20.882000,8.0,0 days 02:00:49.846000,0 days 00:00:23.844000,0 days 00:00:32.541000,0 days 00:00:24.497000
HAD,46.0,0 days 00:01:20.875000,8.0,0 days 02:02:10.721000,0 days 00:00:23.911000,0 days 00:00:32.448000,0 days 00:00:24.516000
HAD,47.0,0 days 00:01:21.963000,8.0,0 days 02:03:32.684000,0 days 00:00:24.660000,0 days 00:00:32.900000,0 days 00:00:24.403000
HAD,48.0,0 days 00:01:24.323000,8.0,0 days 02:04:57.007000,0 days 00:00:23.753000,0 days 00:00:32.341000,0 days 00:00:28.229000
HAD,49.0,0 days 00:01:38.209000,8.0,0 days 02:06:35.216000,0 days 00:00:42.544000,0 days 00:00:31.934000,0 days 00:00:23.731000
HAD,50.0,0 days 00:01:20.047000,8.0,0 days 02:07:55.263000,0 days 00:00:23.754000,0 days 00:00:32.126000,0 days 00:00:24.167000
HAD,51.0,0 days 00:01:19.611000,8.0,0 days 02:09:14.874000,0 days 00:00:23.721000,0 days 00:00:31.815000,0 days 00:00:24.075000
HAD,52.0,0 days 00:01:19.702000,8.0,0 days 02:10:34.576000,0 days 00:00:23.722000,0 days 00:00:31.981000,0 days 00:00:23.999000
HAD,53.0,0 days 00:01:19.595000,8.0,0 days 02:11:54.171000,0 days 00:00:23.753000,0 days 00:00:31.816000,0 days 00:00:24.026000
HAD,54.0,0 days 00:01:27.674000,7.0,0 days 02:13:21.845000,0 days 00:00:23.776000,0 days 00:00:31.981000,0 days 00:00:31.917000
HAD,55.0,0 days 00:01:50.630000,7.0,0 days 02:15:12.475000,0 days 00:00:32.209000,0 days 00:00:43.447000,0 days 00:00:34.974000
HAD,56.0,0 days 00:01:48.443000,7.0,0 days 02:17:00.918000,0 days 00:00:44.984000,0 days 00:00:34.475000,0 days 00:00:28.984000
HAD,57.0,0 days 00:01:32.747000,7.0,0 days 02:18:33.665000,0 days 00:00:26.062000,0 days 00:00:34.682000,0 days 00:00:32.003000
HAD,58.0,0 days 00:01:58.835000,7.0,0 days 02:20:32.500000,0 days 00:00:35.084000,0 days 00:00:48.443000,0 days 00:00:35.308000
HAD,59.0,0 days 00:02:03.655000,7.0,0 days 02:22:36.155000,0 days 00:00:39.952000,0 days 00:00:46.965000,0 days 00:00:36.738000
HAD,60.0,0 days 00:01:58.244000,7.0,0 days 02:24:34.399000,0 days 00:00:34.596000,0 days 00:00:45.682000,0 days 00:00:37.966000
HAD,61.0,0 days 00:01:20.227000,8.0,0 days 02:25:54.626000,0 days 00:00:24.265000,0 days 00:00:32.411000,0 days 00:00:23.551000
HAD,62.0,0 days 00:01:18.376000,8.0,0 days 02:27:13.002000,0 days 00:00:23.408000,0 days 00:00:31.535000,0 days 00:00:23.433000
HAD,63.0,0 days 00:01:17.770000,8.0,0 days 02:28:30.772000,0 days 00:00:22.862000,0 days 00:00:31.417000,0 days 00:00:23.491000
HAD,64.0,0 days 00:01:18.511000,8.0,0 days 02:29:49.283000,0 days 00:00:22.996000,0 days 00:00:31.664000,0 days 00:00:23.851000
HAD,65.0,0 days 00:01:18.801000,8.0,0 days 02:31:08.084000,0 days 00:00:23.064000,0 days 00:00:31.959000,0 days 00:00:23.778000
HAD,66.0,0 days 00:01:18.961000,8.0,0 days 02:32:27.045000,0 days 00:00:23.006000,0 days 00:00:32.064000,0 days 00:00:23.891000
RUS,1.0,0 days 00:01:26.617000,6.0,0 days 01:00:40.265000,,0 days 00:00:33.777000,0 days 00:00:24.336000
RUS,2.0,0 days 00:01:21.564000,6.0,0 days 01:02:01.829000,0 days 00:00:24.515000,0 days 00:00:33.029000,0 days 00:00:24.020000
RUS,3.0,0 days 00:01:21.385000,6.0,0 days 01:03:23.214000,0 days 00:00:24.145000,0 days 00:00:32.846000,0 days 00:00:24.394000
RUS,4.0,0 days 00:01:21.126000,6.0,0 days 01:04:44.340000,0 days 00:00:24.090000,0 days 00:00:32.710000,0 days 00:00:24.326000
RUS,5.0,0 days 00:01:21.130000,6.0,0 days 01:06:05.470000,0 days 00:00:24.050000,0 days 00:00:32.694000,0 days 00:00:24.386000
RUS,6.0,0 days 00:01:21.383000,6.0,0 days 01:07:26.853000,0 days 00:00:24.069000,0 days 00:00:32.786000,0 days 00:00:24.528000
RUS,7.0,0 days 00:01:21.684000,6.0,0 days 01:08:48.537000,0 days 00:00:24.067000,0 days 00:00:32.977000,0 days 00:00:24.640000
RUS,8.0,0 days 00:01:21.738000,6.0,0 days 01:10:10.275000,0 days 00:00:23.979000,0 days 00:00:33.090000,0 days 00:00:24.669000
RUS,9.0,0 days 00:01:22.136000,6.0,0 days 01:11:32.411000,0 days 00:00:24.142000,0 days 00:00:33.224000,0 days 00:00:24.770000
RUS,10.0,0 days 00:01:22.081000,6.0,0 days 01:12:54.492000,0 days 00:00:24.162000,0 days 00:00:33.205000,0 days 00:00:24.714000
RUS,11.0,0 days 00:01:21.472000,6.0,0 days 01:14:15.964000,0 days 00:00:23.882000,0 days 00:00:32.927000,0 days 00:00:24.663000
RUS,12.0,0 days 00:01:21.625000,6.0,0 days 01:15:37.589000,0 days 00:00:23.868000,0 days 00:00:32.993000,0 days 00:00:24.764000
RUS,13.0,0 days 00:01:22.055000,6.0,0 days 01:16:59.644000,0 days 00:00:24.132000,0 days 00:00:33.159000,0 days 00:00:24.764000
RUS,14.0,0 days 00:01:22.339000,5.0,0 days 01:18:21.983000,0 days 00:00:24.081000,0 days 00:00:33.471000,0 days 00:00:24.787000
RUS,15.0,0 days 00:01:21.968000,5.0,0 days 01:19:43.951000,0 days 00:00:24.108000,0 days 00:00:33.173000,0 days 00:00:24.687000
RUS,16.0,0 days 00:01:21.547000,4.0,0 days 01:21:05.498000,0 days 00:00:23.908000,0 days 00:00:32.982000,0 days 00:00:24.657000
RUS,17.0,0 days 00:01:21.382000,4.0,0 days 01:22:26.880000,0 days 00:00:23.925000,0 days 00:00:32.868000,0 days 00:00:24.589000
RUS,18.0,0 days 00:01:21.732000,3.0,0 days 01:23:48.612000,0 days 00:00:24.064000,0 days 00:00:33.034000,0 days 00:00:24.634000
RUS,19.0,0 days 00:01:22.971000,4.0,0 days 01:25:11.583000,0 days 00:00:24.056000,0 days 00:00:33.936000,0 days 00:00:24.979000
RUS,20.0,0 days 00:01:26.155000,4.0,0 days 01:26:37.738000,0 days 00:00:24.050000,0 days 00:00:33.320000,0 days 00:00:28.785000
RUS,21.0,0 days 00:01:37.202000,7.0,0 days 01:28:14.940000,0 days 00:00:41.943000,0 days 00:00:31.721000,0 days 00:00:23.538000
RUS,22.0,0 days 00:01:19.163000,6.0,0 days 01:29:34.103000,0 days 00:00:23.553000,0 days 00:00:31.850000,0 days 00:00:23.760000
RUS,23.0,0 days 00:01:19.512000,6.0,0 days 01:30:53.615000,0 days 00:00:23.430000,0 days 00:00:32.202000,0 days 00:00:23.880000
RUS,24.0,0 days 00:01:20.074000,6.0,0 days 01:32:13.689000,0 days 00:00:23.562000,0 days 00:00:32.341000,0 days 00:00:24.171000
RUS,25.0,0 days 00:01:20.411000,6.0,0 days 01:33:34.100000,0 days 00:00:23.727000,0 days 00:00:32.467000,0 days 00:00:24.217000
RUS,26.0,0 days 00:01:20.592000,6.0,0 days 01:34:54.692000,0 days 00:00:23.758000,0 days 00:00:32.596000,0 days 00:00:24.238000
RUS,27.0,0 days 00:01:20.311000,6.0,0 days 01:36:15.003000,0 days 00:00:23.703000,0 days 00:00:32.480000,0 days 00:00:24.128000
RUS,28.0,0 days 00:01:20.726000,6.0,0 days 01:37:35.729000,0 days 00:00:23.823000,0 days 00:00:32.691000,0 days 00:00:24.212000
RUS,29.0,0 days 00:01:20.349000,6.0,0 days 01:38:56.078000,0 days 00:00:23.645000,0 days 00:00:32.547000,0 days 00:00:24.157000
RUS,30.0,0 days 00:01:20.427000,6.0,0 days 01:40:16.505000,0 days 00:00:23.711000,0 days 00:00:32.499000,0 days 00:00:24.217000
RUS,31.0,0 days 00:01:20.421000,6.0,0 days 01:41:36.926000,0 days 00:00:23.569000,0 days 00:00:32.571000,0 days 00:00:24.281000
RUS,32.0,0 days 00:01:20.533000,6.0,0 days 01:42:57.459000,0 days 00:00:23.589000,0 days 00:00:32.674000,0 days 00:00:24.270000
RUS,33.0,0 days 00:01:20.669000,6.0,0 days 01:44:18.128000,0 days 00:00:23.799000,0 days 00:00:32.620000,0 days 00:00:24.250000
RUS,34.0,0 days 00:01:20.421000,6.0,0 days 01:45:38.549000,0 days 00:00:23.732000,0 days 00:00:32.518000,0 days 00:00:24.171000
RUS,35.0,0 days 00:01:20.619000,6.0,0 days 01:46:59.168000,0 days 00:00:23.654000,0 days 00:00:32.668000,0 days 00:00:24.297000
RUS,36.0,0 days 00:01:20.368000,6.0,0 days 01:48:19.536000,0 days 00:00:23.662000,0 days 00:00:32.474000,0 days 00:00:24.232000
RUS,37.0,0 days 00:01:20.537000,6.0,0 days 01:49:40.073000,0 days 00:00:23.594000,0 days 00:00:32.628000,0 days 00:00:24.315000
RUS,38.0,0 days 00:01:20.524000,6.0,0 days 01:51:00.597000,0 days 00:00:23.643000,0 days 00:00:32.591000,0 days 00:00:24.290000
RUS,39.0,0 days 00:01:20.499000,6.0,0 days 01:52:21.096000,0 days 00:00:23.570000,0 days 00:00:32.623000,0 days 00:00:24.306000
RUS,40.0,0 days 00:01:20.888000,6.0,0 days 01:53:41.984000,0 days 00:00:23.595000,0 days 00:00:32.691000,0 days 00:00:24.602000
RUS,41.0,0 days 00:01:24.584000,5.0,0 days 01:55:06.568000,0 days 00:00:23.649000,0 days 00:00:32.821000,0 days 00:00:28.114000
RUS,42.0,0 days 00:01:35.215000,7.0,0 days 01:56:41.783000,0 days 00:00:41.426000,0 days 00:00:30.632000,0 days 00:00:23.157000
RUS,43.0,0 days 00:01:18.437000,7.0,0 days 01:58:00.220000,0 days 00:00:23.083000,0 days 00:00:31.624000,0 days 00:00:23.730000
RUS,44.0,0 days 00:01:19.079000,6.0,0 days 01:59:19.299000,0 days 00:00:23.446000,0 days 00:00:31.980000,0 days 00:00:23.653000
RUS,45.0,0 days 00:01:19.176000,6.0,0 days 02:00:38.475000,0 days 00:00:23.553000,0 days 00:00:31.845000,0 days 00:00:23.778000
RUS,46.0,0 days 00:01:19.351000,6.0,0 days 02:01:57.826000,0 days 00:00:23.553000,0 days 00:00:31.912000,0 days 00:00:23.886000
RUS,47.0,0 days 00:01:19.393000,5.0,0 days 02:03:17.219000,0 days 00:00:23.478000,0 days 00:00:32.052000,0 days 00:00:23.863000
RUS,48.0,0 days 00:01:19.047000,5.0,0 days 02:04:36.266000,0 days 00:00:23.359000,0 days 00:00:31.866000,0 days 00:00:23.822000
RUS,49.0,0 days 00:01:19.121000,5.0,0 days 02:05:55.387000,0 days 00:00:23.465000,0 days 00:00:31.960000,0 days 00:00:23.696000
RUS,50.0,0 days 00:01:19.416000,5.0,0 days 02:07:14.803000,0 days 00:00:23.404000,0 days 00:00:32.086000,0 days 00:00:23.926000
RUS,51.0,0 days 00:01:19.471000,5.0,0 days 02:08:34.274000,0 days 00:00:23.439000,0 days 00:00:32.141000,0 days 00:00:23.891000
RUS,52.0,0 days 00:01:19.280000,5.0,0 days 02:09:53.554000,0 days 00:00:23.240000,0 days 00:00:32.092000,0 days 00:00:23.948000
RUS,53.0,0 days 00:01:19.426000,5.0,0 days 02:11:12.980000,0 days 00:00:23.469000,0 days 00:00:32.045000,0 days 00:00:23.912000
RUS,54.0,0 days 00:01:19.578000,5.0,0 days 02:12:32.558000,0 days 00:00:23.432000,0 days 00:00:32.106000,0 days 00:00:24.040000
RUS,55.0,0 days 00:01:42.124000,5.0,0 days 02:14:14.682000,0 days 00:00:23.498000,0 days 00:00:44.438000,0 days 00:00:34.188000
RUS,56.0,0 days 00:02:07.547000,5.0,0 days 02:16:22.229000,0 days 00:00:49.342000,0 days 00:00:44.187000,0 days 00:00:34.018000
RUS,57.0,0 days 00:02:05.881000,5.0,0 days 02:18:28.110000,0 days 00:00:36.982000,0 days 00:00:49.780000,0 days 00:00:39.119000
RUS,58.0,0 days 00:02:02.245000,5.0,0 days 02:20:30.355000,0 days 00:00:37.142000,0 days 00:00:48.160000,0 days 00:00:36.943000
RUS,59.0,0 days 00:02:02.726000,5.0,0 days 02:22:33.081000,0 days 00:00:38.532000,0 days 00:00:47.988000,0 days 00:00:36.206000
RUS,60.0,0 days 00:02:00.509000,5.0,0 days 02:24:33.590000,0 days 00:00:35.941000,0 days 00:00:45.777000,0 days 00:00:38.791000
RUS,61.0,0 days 00:01:18.843000,5.0,0 days 02:25:52.433000,0 days 00:00:23.576000,0 days 00:00:31.975000,0 days 00:00:23.292000
RUS,62.0,0 days 00:01:17.244000,5.0,0 days 02:27:09.677000,0 days 00:00:22.988000,0 days 00:00:31.092000,0 days 00:00:23.164000
RUS,63.0,0 days 00:01:17.594000,5.0,0 days 02:28:27.271000,0 days 00:00:22.746000,0 days 00:00:31.382000,0 days 00:00:23.466000
RUS,64.0,0 days 00:01:18.793000,4.0,0 days 02:29:46.064000,0 days 00:00:22.737000,0 days 00:00:32.309000,0 days 00:00:23.747000
RUS,65.0,0 days 00:01:17.749000,4.0,0 days 02:31:03.813000,0 days 00:00:22.926000,0 days 00:00:31.497000,0 days 00:00:23.326000
RUS,66.0,0 days 00:01:18.569000,4.0,0 days 02:32:22.382000,0 days 00:00:22.874000,0 days 00:00:31.938000,0 days 00:00:23.757000
PIA,1.0,0 days 00:01:22.879000,1.0,0 days 01:00:36.527000,,0 days 00:00:32.049000,0 days 00:00:24.119000
PIA,2.0,0 days 00:01:20.211000,1.0,0 days 01:01:56.738000,0 days 00:00:24.207000,0 days 00:00:32.317000,0 days 00:00:23.687000
PIA,3.0,0 days 00:01:19.866000,1.0,0 days 01:03:16.604000,0 days 00:00:23.812000,0 days 00:00:31.867000,0 days 00:00:24.187000
PIA,4.0,0 days 00:01:20.359000,1.0,0 days 01:04:36.963000,0 days 00:00:24.104000,0 days 00:00:32.173000,0 days 00:00:24.082000
PIA,5.0,0 days 00:01:20.467000,1.0,0 days 01:05:57.430000,0 days 00:00:24.036000,0 days 00:00:32.363000,0 days 00:00:24.068000
PIA,6.0,0 days 00:01:20.254000,1.0,0 days 01:07:17.684000,0 days 00:00:23.854000,0 days 00:00:32.345000,0 days 00:00:24.055000
PIA,7.0,0 days 00:01:20.931000,1.0,0 days 01:08:38.615000,0 days 00:00:24.007000,0 days 00:00:32.591000,0 days 00:00:24.333000
PIA,8.0,0 days 00:01:20.828000,1.0,0 days 01:09:59.443000,0 days 00:00:24.044000,0 days 00:00:32.550000,0 days 00:00:24.234000
PIA,9.0,0 days 00:01:20.767000,1.0,0 days 01:11:20.210000,0 days 00:00:24.017000,0 days 00:00:32.505000,0 days 00:00:24.245000
PIA,10.0,0 days 00:01:20.890000,1.0,0 days 01:12:41.100000,0 days 00:00:23.925000,0 days 00:00:32.469000,0 days 00:00:24.496000
PIA,11.0,0 days 00:01:21.136000,1.0,0 days 01:14:02.236000,0 days 00:00:24.081000,0 days 00:00:32.577000,0 days 00:00:24.478000
PIA,12.0,0 days 00:01:21.091000,1.0,0 days 01:15:23.327000,0 days 00:00:24.007000,0 days 00:00:32.636000,0 days 00:00:24.448000
PIA,13.0,0 days 00:01:21.033000,1.0,0 days 01:16:44.360000,0 days 00:00:24.097000,0 days 00:00:32.618000,0 days 00:00:24.318000
PIA,14.0,0 days 00:01:20.780000,1.0,0 days 01:18:05.140000,0 days 00:00:23.896000,0 days 00:00:32.572000,0 days 00:00:24.312000
PIA,15.0,0 days 00:01:20.804000,1.0,0 days 01:19:25.944000,0 days 00:00:23.883000,0 days 00:00:32.601000,0 days 00:00:24.320000
PIA,16.0,0 days 00:01:20.659000,1.0,0 days 01:20:46.603000,0 days 00:00:23.985000,0 days 00:00:32.410000,0 days 00:00:24.264000
PIA,17.0,0 days 00:01:20.657000,1.0,0 days 01:22:07.260000,0 days 00:00:23.912000,0 days 00:00:32.432000,0 days 00:00:24.313000
PIA,18.0,0 days 00:01:20.693000,1.0,0 days 01:23:27.953000,0 days 00:00:23.795000,0 days 00:00:32.529000,0 days 00:00:24.369000
